Group[0]
Name=      0_26 : profit=240, weight= 68
Name=      44_7 : profit= 63, weight= 33
Name=     44_10 : profit= 55, weight= 31
Name=      44_9 : profit= 46, weight= 32
Name=      44_6 : profit= 39, weight= 22
Name=      44_8 : profit= 39, weight= 19
Name=      44_4 : profit= 17, weight= 15
Name=      44_2 : profit= 14, weight=  7
Name=      44_5 : profit= 11, weight=  7
Name=      44_1 : profit=  7, weight=  7
Name=      44_3 : profit=  5, weight= 10
Group[45]
Name=     45_26 : profit=254, weight= 77
Name=     45_27 : profit=244, weight= 75
Name=     45_30 : profit=235, weight= 75
Name=     45_29 : profit=233, weight= 73
Name=     45_28 : profit=225, weight= 71
Name=     45_22 : profit=164, weight= 66
Name=     45_25 : profit=162, weight= 65
Name=     45_21 : profit=158, weight= 66
Name=     45_23 : profit=156, weight= 61
Name=     45_24 : profit=154, weight= 57
Name=     45_20 : profit=108, weight= 52
Name=     45_17 : profit= 99, weight= 51
Name=     45_16 : profit= 93, weight= 47
Name=     45_18 : profit= 82, weight= 40
Name=     45_19 : profit= 77, weight= 40
Name=     45_12 : profit= 68, weight= 37
Name=     45_15 : profit= 61, weight= 31
Name=     45_11 : profit= 59, weight= 31
Name=     45_13 : profit= 51, weight= 24
Name=     45_14 : profit= 48, weight= 25
Name=      45_9 : profit= 46, weight= 18
Name=      45_7 : profit= 30, weight= 19
Name=     45_10 : profit= 27, weight= 16
Name=      45_8 : profit= 26, weight= 19
Name=      45_6 : profit= 23, weight= 18
Name=      45_3 : profit= 15, weight= 11
Name=      45_4 : profit= 10, weight=  8
Name=      45_1 : profit=  9, weight=  7
Name=      45_5 : profit=  6, weight=  8
Name=      45_2 : profit=  2, weight=  8
Group[46]
Name=     46_29 : profit=217, weight= 57
Name=     46_27 : profit=216, weight= 58
Name=     46_26 : profit=214, weight= 57
Name=     46_30 : profit=210, weight= 54
Name=     46_28 : profit=204, weight= 51
Name=     46_21 : profit=112, weight= 48
Name=     46_22 : profit=109, weight= 48
Name=     46_24 : profit=101, weight= 42
Name=     46_25 : profit= 99, weight= 41
Name=     46_23 : profit= 97, weight= 42
Name=     46_20 : profit= 81, weight= 36
Name=     46_18 : profit= 78, weight= 36
Name=     46_19 : profit= 76, weight= 35
Name=     46_17 : profit= 71, weight= 34
Name=     46_16 : profit= 69, weight= 35
Name=     46_15 : profit= 48, weight= 32
Name=     46_14 : profit= 42, weight= 29
Name=     46_13 : profit= 40, weight= 30
Name=     46_11 : profit= 38, weight= 29
Name=     46_12 : profit= 37, weight= 27
Name=      46_8 : profit= 29, weight= 18
Name=     46_10 : profit= 29, weight= 18
Name=      46_7 : profit= 28, weight= 13
Name=      46_6 : profit= 27, weight= 16
Name=      46_9 : profit= 24, weight= 13
Name=      46_2 : profit= 13, weight= 10
Name=      46_3 : profit= 13, weight= 11
Name=      46_4 : profit= 13, weight=  7
Name=      46_1 : profit= 12, weight=  8
Name=      46_5 : profit=  9, weight=  6
Group[47]
Name=     47_27 : profit=285, weight= 63
Name=     47_28 : profit=284, weight= 64
Name=     47_29 : profit=283, weight= 63
Name=     47_26 : profit=279, weight= 62
Name=     47_30 : profit=253, weight= 58
Name=     47_22 : profit=249, weight= 56
Name=     47_21 : profit=240, weight= 54
Name=     47_23 : profit=238, weight= 53
Name=     47_24 : profit=231, weight= 52
Name=     47_25 : profit=223, weight= 51
Name=     47_19 : profit=214, weight= 47
Name=     47_17 : profit=191, weight= 44
Name=     47_16 : profit=188, weight= 43
Name=     47_20 : profit=186, weight= 43
Name=     47_18 : profit=170, weight= 39
Name=     47_13 : profit=123, weight= 31
Name=     47_11 : profit=117, weight= 29
Name=     47_15 : profit=108, weight= 29
Name=     47_12 : profit=107, weight= 29
Name=     47_14 : profit=104, weight= 30
Name=      47_8 : profit= 27, weight= 19
Name=      47_6 : profit= 25, weight= 24
Name=      47_9 : profit= 21, weight= 16
Name=      47_7 : profit= 20, weight= 26
Name=     47_10 : profit= 17, weight= 22
Name=      47_4 : profit= 11, weight=  6
Name=      47_5 : profit= 11, weight= 10
Name=      47_1 : profit=  9, weight=  6
Name=      47_2 : profit=  9, weight=  9
Name=      47_3 : profit=  9, weight= 11
Group[48]
Name=     48_26 : profit=211, weight= 56
Name=     48_30 : profit=209, weight= 55
Name=     48_29 : profit=203, weight= 56
Name=     48_27 : profit=198, weight= 55
Name=     48_28 : profit=196, weight= 55
Name=     48_25 : profit=138, weight= 54
Name=     48_24 : profit=134, weight= 53
Name=     48_23 : profit=130, weight= 47
Name=     48_22 : profit=128, weight= 48
Name=     48_21 : profit=125, weight= 52
Name=     48_19 : profit= 73, weight= 39
Name=     48_16 : profit= 68, weight= 40
Name=     48_17 : profit= 67, weight= 39
Name=     48_20 : profit= 66, weight= 35
Name=     48_18 : profit= 62, weight= 36
Name=     48_11 : profit= 36, weight= 33
Name=     48_15 : profit= 32, weight= 28
Name=     48_13 : profit= 29, weight= 31
Name=     48_14 : profit= 29, weight= 31
Name=     48_12 : profit= 27, weight= 23
Name=      48_8 : profit= 22, weight= 18
Name=      48_7 : profit= 20, weight= 17
Name=      48_1 : profit= 17, weight= 15
Name=      48_6 : profit= 16, weight= 18
Name=      48_5 : profit= 12, weight=  5
Name=      48_9 : profit= 12, weight= 16
Name=      48_3 : profit= 10, weight= 12
Name=     48_10 : profit=  8, weight= 16
Name=      48_4 : profit=  7, weight=  6
Name=      48_2 : profit=  4, weight=  5
Group[49]
Name=     49_26 : profit=268, weight= 49
Name=     49_27 : profit=261, weight= 47
Name=     49_29 : profit=260, weight= 50
Name=     49_28 : profit=249, weight= 49
Name=     49_30 : profit=242, weight= 47
Name=     49_23 : profit=207, weight= 46
Name=     49_22 : profit=200, weight= 46
Name=     49_24 : profit=198, weight= 43
Name=     49_21 : profit=188, weight= 42
Name=     49_25 : profit=179, weight= 41
Name=     49_19 : profit=134, weight= 35
Name=     49_20 : profit=134, weight= 38
Name=     49_16 : profit=123, weight= 35
Name=     49_18 : profit=122, weight= 36
Name=     49_17 : profit=121, weight= 36
Name=     49_11 : profit= 59, weight= 34
Name=     49_12 : profit= 57, weight= 33
Name=     49_15 : profit= 57, weight= 26
Name=     49_14 : profit= 55, weight= 29
Name=     49_13 : profit= 46, weight= 29
Name=      49_7 : profit= 33, weight= 20
Name=      49_9 : profit= 31, weight= 21
Name=     49_10 : profit= 30, weight= 12
Name=      49_6 : profit= 26, weight= 16
Name=      49_8 : profit= 24, weight= 15
Name=      49_2 : profit= 12, weight= 11
Name=      49_1 : profit=  8, weight=  9
Name=      49_3 : profit=  8, weight=  9
Name=      49_5 : profit=  6, weight= 10
Name=      49_4 : profit=  4, weight=  7
Group[50]
Name=     50_28 : profit=365, weight= 51
Name=     50_27 : profit=351, weight= 49
Name=     50_29 : profit=313, weight= 44
Name=     50_30 : profit=310, weight= 43
Name=     50_26 : profit=309, weight= 43
Name=     50_25 : profit=131, weight= 38
Name=     50_22 : profit=130, weight= 38
Name=     50_23 : profit=118, weight= 38
Name=     50_21 : profit=115, weight= 33
Name=     50_24 : profit=113, weight= 33
Name=     50_19 : profit= 43, weight= 26
Name=     50_17 : profit= 41, weight= 26
Name=     50_16 : profit= 40, weight= 23
Name=     50_20 : profit= 36, weight= 22
Name=     50_11 : profit= 32, weight= 19
Name=     50_12 : profit= 28, weight= 18
Name=     50_13 : profit= 28, weight= 17
Name=     50_18 : profit= 28, weight= 24
Name=     50_14 : profit= 25, weight= 18
Name=     50_15 : profit= 21, weight= 19
Name=      50_8 : profit= 17, weight= 13
Name=     50_10 : profit= 15, weight= 11
Name=      50_7 : profit= 14, weight= 13
Name=      50_9 : profit= 14, weight= 12
Name=      50_2 : profit= 12, weight=  7
Name=      50_4 : profit= 11, weight=  5
Name=      50_1 : profit= 10, weight=  5
Name=      50_6 : profit= 10, weight=  9
Name=      50_3 : profit=  9, weight=  5
Name=      50_5 : profit=  7, weight=  5
Group[51]
Name=     51_29 : profit=346, weight= 68
Name=     51_26 : profit=338, weight= 69
Name=     51_28 : profit=338, weight= 68
Name=     51_30 : profit=322, weight= 65
Name=     51_27 : profit=312, weight= 64
Name=     51_21 : profit=247, weight= 59
Name=     51_25 : profit=236, weight= 60
Name=     51_22 : profit=227, weight= 54
Name=     51_23 : profit=223, weight= 56
Name=     51_24 : profit=214, weight= 51
Name=     51_17 : profit=143, weight= 47
Name=     51_20 : profit=143, weight= 49
Name=     51_18 : profit=125, weight= 40
Name=     51_16 : profit=120, weight= 36
Name=     51_19 : profit=115, weight= 35
Name=     51_14 : profit= 99, weight= 33
Name=     51_15 : profit= 92, weight= 34
Name=     51_11 : profit= 89, weight= 28
Name=     51_12 : profit= 88, weight= 31
Name=     51_13 : profit= 76, weight= 24
Name=      51_7 : profit= 59, weight= 23
Name=     51_10 : profit= 57, weight= 21
Name=      51_6 : profit= 52, weight= 19
Name=      51_8 : profit= 51, weight= 21
Name=      51_9 : profit= 51, weight= 20
Name=      51_5 : profit= 24, weight= 14
Name=      51_2 : profit= 21, weight= 12
Name=      51_4 : profit= 17, weight=  9
Name=      51_3 : profit= 14, weight=  8
Name=      51_1 : profit=  9, weight=  6
Group[52]
Name=      52_5 : profit=1311, weight= 14
Name=     52_29 : profit=174, weight= 67
Name=     52_28 : profit=169, weight= 69
Name=     52_30 : profit=161, weight= 67
Name=     52_27 : profit=159, weight= 69
Name=     52_26 : profit=158, weight= 63
Name=     52_22 : profit= 93, weight= 53
Name=     52_21 : profit= 89, weight= 61
Name=     52_23 : profit= 85, weight= 51
Name=     52_24 : profit= 81, weight= 50
Name=     52_25 : profit= 77, weight= 59
Name=     52_20 : profit= 74, weight= 49
Name=     52_17 : profit= 73, weight= 47
Name=     52_19 : profit= 70, weight= 49
Name=     52_18 : profit= 64, weight= 42
Name=     52_16 : profit= 61, weight= 40
Name=     52_11 : profit= 31, weight= 33
Name=     52_15 : profit= 27, weight= 37
Name=     52_13 : profit= 23, weight= 32
Name=     52_14 : profit= 20, weight= 39
Name=     52_12 : profit= 18, weight= 39
Name=      52_9 : profit= 11, weight= 24
Name=      52_8 : profit=  6, weight= 21
Name=     52_10 : profit=  1, weight= 18
Name=      52_1 : profit=  0, weight= 13
Name=      52_2 : profit=  0, weight=  6
Name=      52_3 : profit=  0, weight=  5
Name=      52_4 : profit=  0, weight= 12
Name=      52_6 : profit=  0, weight= 25
Name=      52_7 : profit=  0, weight= 18
Group[53]
Name=     53_30 : profit=173, weight= 62
Name=     53_27 : profit=172, weight= 65
Name=     53_28 : profit=169, weight= 63
Name=     53_29 : profit=152, weight= 56
Name=     53_26 : profit=151, weight= 57
Name=     53_21 : profit= 94, weight= 52
Name=     53_23 : profit= 94, weight= 50
Name=     53_24 : profit= 91, weight= 53
Name=     53_22 : profit= 90, weight= 51
Name=     53_25 : profit= 85, weight= 52
Name=     53_20 : profit= 73, weight= 45
Name=     53_17 : profit= 67, weight= 44
Name=     53_19 : profit= 67, weight= 44
Name=     53_18 : profit= 64, weight= 40
Name=     53_16 : profit= 60, weight= 40
Name=     53_12 : profit= 36, weight= 27
Name=      53_8 : profit= 35, weight= 19
Name=     53_15 : profit= 35, weight= 22
Name=      53_6 : profit= 32, weight= 20
Name=     53_10 : profit= 31, weight= 18
Name=     53_14 : profit= 30, weight= 24
Name=     53_11 : profit= 29, weight= 23
Name=     53_13 : profit= 28, weight= 23
Name=      53_7 : profit= 24, weight= 12
Name=      53_9 : profit= 24, weight= 13
Name=      53_2 : profit= 15, weight=  7
Name=      53_1 : profit= 10, weight=  8
Name=      53_3 : profit=  6, weight=  7
Name=      53_4 : profit=  6, weight=  7
Name=      53_5 : profit=  5, weight=  7
Group[54]
Name=     54_27 : profit=365, weight= 69
Name=     54_26 : profit=363, weight= 68
Name=     54_29 : profit=337, weight= 63
Name=     54_28 : profit=331, weight= 63
Name=     54_30 : profit=325, weight= 60
Name=     54_24 : profit=203, weight= 57
Name=     54_23 : profit=195, weight= 57
Name=     54_22 : profit=186, weight= 53
Name=     54_25 : profit=177, weight= 50
Name=     54_21 : profit=174, weight= 50
Name=     54_16 : profit=133, weight= 43
Name=     54_17 : profit=125, weight= 41
Name=     54_18 : profit=119, weight= 42
Name=     54_20 : profit=119, weight= 39
Name=     54_19 : profit= 99, weight= 36
Name=     54_11 : profit= 60, weight= 31
Name=     54_12 : profit= 56, weight= 29
Name=     54_15 : profit= 52, weight= 29
Name=     54_13 : profit= 49, weight= 28
Name=     54_14 : profit= 41, weight= 24
Name=      54_7 : profit= 35, weight= 23
Name=     54_10 : profit= 32, weight= 19
Name=      54_6 : profit= 30, weight= 18
Name=      54_9 : profit= 25, weight= 16
Name=      54_8 : profit= 23, weight= 13
Name=      54_4 : profit= 12, weight= 10
Name=      54_3 : profit=  8, weight=  7
Name=      54_5 : profit=  8, weight=  5
Name=      54_1 : profit=  7, weight=  5
Name=      54_2 : profit=  3, weight=  8
Group[55]
Name=     55_28 : profit=159, weight= 63
Name=     55_27 : profit=158, weight= 61
Name=     55_30 : profit=158, weight= 62
Name=     55_26 : profit=157, weight= 59
Name=     55_29 : profit=145, weight= 56
Name=     55_22 : profit=130, weight= 53
Name=     55_21 : profit=116, weight= 49
Name=     55_23 : profit=115, weight= 46
Name=     55_25 : profit=111, weight= 45
Name=     55_24 : profit=104, weight= 41
Name=     55_16 : profit= 84, weight= 37
Name=     55_19 : profit= 81, weight= 34
Name=     55_20 : profit= 81, weight= 38
Name=     55_18 : profit= 77, weight= 36
Name=     55_17 : profit= 72, weight= 32
Name=     55_13 : profit= 57, weight= 30
Name=     55_12 : profit= 56, weight= 29
Name=     55_11 : profit= 51, weight= 27
Name=     55_14 : profit= 48, weight= 23
Name=     55_15 : profit= 45, weight= 24
Name=      55_4 : profit= 14, weight=  8
Name=      55_6 : profit= 12, weight= 17
Name=     55_10 : profit= 11, weight= 12
Name=      55_7 : profit= 10, weight= 21
Name=      55_8 : profit= 10, weight= 10
Name=      55_9 : profit=  7, weight= 10
Name=      55_5 : profit=  6, weight=  5
Name=      55_1 : profit=  3, weight=  7
Name=      55_3 : profit=  1, weight=  6
Name=      55_2 : profit=  0, weight=  7
Group[56]
Name=     56_27 : profit=136, weight= 52
Name=     56_28 : profit=132, weight= 55
Name=     56_26 : profit=130, weight= 49
Name=     56_30 : profit=129, weight= 51
Name=     56_29 : profit=124, weight= 51
Name=     56_21 : profit=103, weight= 45
Name=     56_23 : profit=101, weight= 46
Name=     56_25 : profit= 93, weight= 39
Name=     56_22 : profit= 85, weight= 41
Name=     56_24 : profit= 81, weight= 38
Name=     56_19 : profit= 69, weight= 32
Name=     56_18 : profit= 66, weight= 33
Name=     56_16 : profit= 56, weight= 31
Name=     56_20 : profit= 56, weight= 30
Name=     56_17 : profit= 50, weight= 30
Name=     56_11 : profit= 35, weight= 23
Name=     56_14 : profit= 32, weight= 22
Name=     56_15 : profit= 30, weight= 25
Name=      56_9 : profit= 29, weight= 18
Name=     56_12 : profit= 28, weight= 20
Name=     56_13 : profit= 24, weight= 19
Name=      56_8 : profit= 16, weight= 12
Name=     56_10 : profit= 14, weight= 18
Name=      56_6 : profit= 13, weight= 17
Name=      56_7 : profit= 12, weight= 13
Name=      56_4 : profit=  8, weight= 11
Name=      56_1 : profit=  6, weight= 10
Name=      56_2 : profit=  4, weight=  6
Name=      56_3 : profit=  4, weight=  6
Name=      56_5 : profit=  2, weight=  6
Group[57]
Name=     57_27 : profit=129, weight= 60
Name=     57_30 : profit=129, weight= 59
Name=     57_28 : profit=120, weight= 56
Name=     57_29 : profit=118, weight= 60
Name=     57_26 : profit=117, weight= 60
Name=     57_23 : profit= 83, weight= 55
Name=     57_25 : profit= 76, weight= 52
Name=     57_22 : profit= 71, weight= 49
Name=     57_21 : profit= 66, weight= 53
Name=     57_18 : profit= 65, weight= 46
Name=     57_24 : profit= 63, weight= 48
Name=     57_14 : profit= 59, weight= 32
Name=     57_16 : profit= 55, weight= 43
Name=     57_20 : profit= 52, weight= 40
Name=     57_15 : profit= 50, weight= 35
Name=     57_13 : profit= 48, weight= 32
Name=     57_17 : profit= 47, weight= 38
Name=     57_19 : profit= 46, weight= 39
Name=     57_11 : profit= 43, weight= 36
Name=     57_12 : profit= 41, weight= 36
Name=      57_8 : profit= 37, weight= 23
Name=     57_10 : profit= 28, weight= 24
Name=      57_6 : profit= 26, weight= 19
Name=      57_9 : profit= 23, weight= 16
Name=      57_5 : profit= 18, weight=  5
Name=      57_7 : profit= 18, weight= 17
Name=      57_2 : profit= 17, weight= 13
Name=      57_1 : profit= 12, weight= 12
Name=      57_3 : profit= 11, weight=  5
Name=      57_4 : profit=  2, weight=  6
Group[58]
Name=     58_28 : profit=393, weight= 60
Name=     58_30 : profit=383, weight= 61
Name=     58_27 : profit=382, weight= 58
Name=     58_26 : profit=364, weight= 56
Name=     58_29 : profit=360, weight= 55
Name=     58_25 : profit=173, weight= 49
Name=     58_23 : profit=159, weight= 43
Name=     58_21 : profit=156, weight= 48
Name=     58_22 : profit=154, weight= 43
Name=     58_24 : profit=153, weight= 45
Name=     58_20 : profit= 96, weight= 40
Name=     58_16 : profit= 91, weight= 37
Name=     58_18 : profit= 89, weight= 38
Name=     58_17 : profit= 86, weight= 38
Name=     58_19 : profit= 85, weight= 37
Name=     58_12 : profit= 79, weight= 36
Name=     58_14 : profit= 65, weight= 33
Name=     58_13 : profit= 56, weight= 30
Name=     58_11 : profit= 54, weight= 30
Name=     58_15 : profit= 53, weight= 30
Name=     58_10 : profit= 32, weight= 26
Name=      58_7 : profit= 31, weight= 24
Name=      58_6 : profit= 27, weight= 28
Name=      58_9 : profit= 23, weight= 20
Name=      58_1 : profit= 18, weight= 12
Name=      58_2 : profit= 17, weight= 14
Name=      58_8 : profit= 16, weight= 19
Name=      58_5 : profit= 15, weight= 17
Name=      58_4 : profit= 13, weight= 13
Name=      58_3 : profit=  2, weight=  8
Group[59]
Name=     59_30 : profit=308, weight= 69
Name=     59_29 : profit=283, weight= 64
Name=     59_26 : profit=267, weight= 62
Name=     59_27 : profit=256, weight= 60
Name=     59_28 : profit=250, weight= 58
Name=     59_24 : profit=154, weight= 51
Name=     59_23 : profit=148, weight= 52
Name=     59_22 : profit=136, weight= 51
Name=     59_25 : profit=136, weight= 52
Name=     59_21 : profit=128, weight= 44
Name=     59_20 : profit=127, weight= 43
Name=     59_16 : profit=125, weight= 42
Name=     59_17 : profit=119, weight= 42
Name=     59_19 : profit=118, weight= 43
Name=     59_18 : profit=109, weight= 37
Name=     59_11 : profit= 86, weight= 36
Name=     59_13 : profit= 83, weight= 32
Name=     59_15 : profit= 81, weight= 29
Name=     59_14 : profit= 76, weight= 33
Name=     59_12 : profit= 74, weight= 36
Name=      59_6 : profit= 20, weight= 21
Name=      59_9 : profit= 19, weight= 17
Name=      59_7 : profit= 16, weight= 18
Name=     59_10 : profit= 15, weight= 17
Name=      59_8 : profit= 14, weight= 22
Name=      59_1 : profit= 10, weight= 13
Name=      59_5 : profit= 10, weight= 12
Name=      59_4 : profit=  9, weight=  9
Name=      59_2 : profit=  5, weight=  8
Name=      59_3 : profit=  4, weight=  9
Group[60]
Name=     60_29 : profit=264, weight= 56
Name=     60_28 : profit=258, weight= 56
Name=     60_26 : profit=251, weight= 55
Name=     60_27 : profit=247, weight= 52
Name=     60_30 : profit=245, weight= 52
Name=     60_23 : profit=192, weight= 49
Name=     60_25 : profit=173, weight= 46
Name=     60_21 : profit=168, weight= 47
Name=     60_22 : profit=163, weight= 48
Name=     60_24 : profit=158, weight= 44
Name=     60_17 : profit=116, weight= 42
Name=     60_20 : profit= 96, weight= 35
Name=     60_18 : profit= 88, weight= 33
Name=     60_16 : profit= 80, weight= 29
Name=     60_19 : profit= 73, weight= 29
Name=     60_11 : profit= 52, weight= 26
Name=     60_13 : profit= 52, weight= 25
Name=     60_14 : profit= 51, weight= 24
Name=     60_12 : profit= 49, weight= 22
Name=     60_15 : profit= 39, weight= 20
Name=      60_9 : profit= 32, weight= 19
Name=      60_7 : profit= 25, weight= 18
Name=     60_10 : profit= 24, weight= 13
Name=      60_8 : profit= 18, weight= 13
Name=      60_4 : profit= 16, weight=  7
Name=      60_5 : profit= 15, weight=  7
Name=      60_1 : profit= 14, weight=  5
Name=      60_6 : profit= 13, weight= 13
Name=      60_3 : profit= 11, weight=  6
Name=      60_2 : profit=  2, weight=  6
Group[61]
Name=     61_27 : profit=299, weight= 70
Name=     61_26 : profit=297, weight= 70
Name=     61_28 : profit=270, weight= 63
Name=     61_29 : profit=262, weight= 65
Name=     61_30 : profit=244, weight= 62
Name=     61_22 : profit=162, weight= 61
Name=     61_24 : profit=161, weight= 60
Name=     61_23 : profit=154, weight= 56
Name=     61_25 : profit=153, weight= 56
Name=     61_21 : profit=146, weight= 57
Name=     61_20 : profit=116, weight= 47
Name=     61_17 : profit=112, weight= 48
Name=     61_18 : profit=110, weight= 48
Name=     61_16 : profit=107, weight= 44
Name=     61_19 : profit=105, weight= 46
Name=     61_11 : profit= 86, weight= 33
Name=     61_13 : profit= 82, weight= 37
Name=     61_15 : profit= 80, weight= 34
Name=     61_14 : profit= 68, weight= 30
Name=     61_12 : profit= 63, weight= 31
Name=      61_7 : profit= 27, weight= 19
Name=     61_10 : profit= 27, weight= 21
Name=      61_8 : profit= 25, weight= 17
Name=      61_6 : profit= 24, weight= 20
Name=      61_9 : profit= 21, weight= 16
Name=      61_2 : profit= 18, weight= 13
Name=      61_3 : profit= 18, weight= 12
Name=      61_4 : profit= 18, weight= 12
Name=      61_5 : profit=  9, weight=  6
Name=      61_1 : profit=  8, weight=  8
Group[62]
Name=     62_28 : profit= 74, weight= 70
Name=     62_27 : profit= 58, weight= 68
Name=     62_29 : profit= 52, weight= 63
Name=     62_30 : profit= 52, weight= 60
Name=     62_22 : profit= 46, weight= 50
Name=     62_25 : profit= 46, weight= 55
Name=     62_26 : profit= 45, weight= 65
Name=     62_24 : profit= 39, weight= 52
Name=     62_21 : profit= 36, weight= 57
Name=     62_19 : profit= 33, weight= 46
Name=     62_23 : profit= 33, weight= 49
Name=     62_20 : profit= 30, weight= 43
Name=     62_16 : profit= 28, weight= 44
Name=     62_17 : profit= 28, weight= 45
Name=     62_18 : profit= 23, weight= 43
Name=     62_11 : profit= 20, weight= 37
Name=      62_5 : profit= 18, weight= 11
Name=      62_1 : profit= 17, weight= 15
Name=      62_8 : profit= 17, weight= 19
Name=     62_12 : profit= 17, weight= 28
Name=     62_14 : profit= 17, weight= 27
Name=     62_15 : profit= 16, weight= 35
Name=      62_6 : profit= 15, weight= 18
Name=     62_13 : profit= 15, weight= 33
Name=      62_3 : profit= 14, weight= 10
Name=      62_7 : profit= 14, weight= 23
Name=      62_9 : profit= 13, weight= 21
Name=     62_10 : profit= 10, weight= 19
Name=      62_4 : profit=  8, weight= 14
Name=      62_2 : profit=  7, weight= 10
Group[63]
Name=     63_28 : profit=386, weight= 70
Name=     63_27 : profit=377, weight= 69
Name=     63_29 : profit=359, weight= 64
Name=     63_26 : profit=357, weight= 63
Name=     63_30 : profit=343, weight= 64
Name=     63_23 : profit=319, weight= 59
Name=     63_24 : profit=319, weight= 61
Name=     63_21 : profit=305, weight= 57
Name=     63_25 : profit=281, weight= 53
Name=     63_22 : profit=269, weight= 50
Name=     63_16 : profit=143, weight= 47
Name=     63_19 : profit=134, weight= 42
Name=     63_20 : profit=130, weight= 42
Name=     63_18 : profit=119, weight= 41
Name=     63_17 : profit=111, weight= 37
Name=     63_13 : profit=107, weight= 35
Name=     63_15 : profit=103, weight= 35
Name=     63_11 : profit=101, weight= 34
Name=     63_14 : profit= 97, weight= 34
Name=     63_12 : profit= 77, weight= 28
Name=      63_9 : profit= 59, weight= 20
Name=      63_8 : profit= 55, weight= 19
Name=      63_7 : profit= 50, weight= 16
Name=     63_10 : profit= 46, weight= 14
Name=      63_6 : profit= 38, weight= 14
Name=      63_2 : profit= 32, weight= 12
Name=      63_5 : profit= 28, weight= 12
Name=      63_1 : profit= 27, weight= 10
Name=      63_3 : profit= 24, weight=  8
Name=      63_4 : profit= 16, weight=  5
Group[64]
Name=     64_30 : profit=213, weight= 49
Name=     64_28 : profit=206, weight= 48
Name=     64_29 : profit=203, weight= 50
Name=     64_27 : profit=190, weight= 45
Name=     64_26 : profit=183, weight= 46
Name=     64_21 : profit=145, weight= 40
Name=     64_22 : profit=138, weight= 40
Name=     64_25 : profit=135, weight= 39
Name=     64_23 : profit=126, weight= 38
Name=     64_24 : profit=114, weight= 34
Name=     64_20 : profit= 53, weight= 31
Name=     64_16 : profit= 47, weight= 32
Name=     64_19 : profit= 47, weight= 30
Name=     64_17 : profit= 46, weight= 29
Name=     64_18 : profit= 43, weight= 28
Name=     64_13 : profit= 38, weight= 26
Name=     64_15 : profit= 38, weight= 21
Name=     64_14 : profit= 32, weight= 22
Name=     64_12 : profit= 28, weight= 22
Name=     64_11 : profit= 27, weight= 22
Name=      64_9 : profit= 19, weight= 17
Name=      64_8 : profit= 16, weight= 14
Name=      64_6 : profit= 14, weight= 15
Name=     64_10 : profit= 14, weight= 17
Name=      64_7 : profit= 13, weight= 14
Name=      64_4 : profit= 11, weight= 10
Name=      64_1 : profit=  8, weight=  5
Name=      64_2 : profit=  7, weight=  9
Name=      64_5 : profit=  7, weight=  8
Name=      64_3 : profit=  6, weight=  7
Group[65]
Name=     65_28 : profit=312, weight= 64
Name=     65_30 : profit=307, weight= 65
Name=     65_26 : profit=295, weight= 62
Name=     65_29 : profit=294, weight= 59
Name=     65_27 : profit=291, weight= 59
Name=     65_22 : profit=110, weight= 58
Name=     65_25 : profit=109, weight= 55
Name=     65_21 : profit=107, weight= 54
Name=     65_24 : profit=106, weight= 56
Name=     65_23 : profit=101, weight= 54
Name=     65_19 : profit= 93, weight= 53
Name=     65_17 : profit= 79, weight= 42
Name=     65_20 : profit= 79, weight= 45
Name=     65_18 : profit= 74, weight= 44
Name=     65_16 : profit= 69, weight= 36
Name=     65_13 : profit= 53, weight= 31
Name=     65_11 : profit= 52, weight= 34
Name=     65_14 : profit= 51, weight= 32
Name=     65_12 : profit= 47, weight= 31
Name=      65_8 : profit= 46, weight= 25
Name=     65_15 : profit= 45, weight= 28
Name=     65_10 : profit= 42, weight= 26
Name=      65_6 : profit= 36, weight= 18
Name=      65_7 : profit= 34, weight= 15
Name=      65_9 : profit= 34, weight= 20
Name=      65_3 : profit= 24, weight= 13
Name=      65_5 : profit= 24, weight= 14
Name=      65_2 : profit= 16, weight=  9
Name=      65_1 : profit= 15, weight= 11
Name=      65_4 : profit=  8, weight=  7
Group[66]
Name=     66_28 : profit=242, weight= 73
Name=     66_30 : profit=233, weight= 72
Name=     66_27 : profit=232, weight= 68
Name=     66_26 : profit=225, weight= 70
Name=     66_29 : profit=201, weight= 65
Name=     66_21 : profit=177, weight= 52
Name=     66_25 : profit=175, weight= 53
Name=     66_23 : profit=174, weight= 55
Name=     66_22 : profit=171, weight= 54
Name=     66_24 : profit=168, weight= 52
Name=     66_17 : profit=158, weight= 46
Name=     66_19 : profit=158, weight= 50
Name=     66_20 : profit=150, weight= 50
Name=     66_16 : profit=147, weight= 42
Name=     66_18 : profit=142, weight= 45
Name=     66_11 : profit= 62, weight= 38
Name=     66_12 : profit= 55, weight= 35
Name=     66_14 : profit= 49, weight= 31
Name=     66_13 : profit= 48, weight= 34
Name=     66_15 : profit= 46, weight= 29
Name=      66_7 : profit= 36, weight= 18
Name=      66_6 : profit= 35, weight= 18
Name=     66_10 : profit= 32, weight= 25
Name=      66_9 : profit= 31, weight= 18
Name=      66_8 : profit= 29, weight= 18
Name=      66_4 : profit= 18, weight= 17
Name=      66_1 : profit= 16, weight= 17
Name=      66_2 : profit= 11, weight= 10
Name=      66_3 : profit= 10, weight=  6
Name=      66_5 : profit= 10, weight=  9
Group[67]
